id	measurementID	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementAccuracy	measurementUnit	measurementUnitID	measurementDeterminedDate	measurementDeterminedBy	measurementMethod	measurementRemarks
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1052		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1052	biomass		49.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1052		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1052	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	130			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1053		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1053	biomass		4832.73			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1053		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1053	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	370125			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1054		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1054	biomass		0.63			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1054		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1054	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	126			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1055		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1055	biomass		0.63			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1055		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1055	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	126			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1056		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1056	biomass		0.63			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1056		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1056	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	63			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1057		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1057	biomass		0.63			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1057		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1057	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	315			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1058		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1058	biomass		4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1058		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1058	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	150			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1059		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1059	biomass		1.6			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1059		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1059	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	140			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106	biomass		29.55			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_106	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	170			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1060		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1060	biomass		1.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1060		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1060	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	120			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1061		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1061	biomass		210.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1061		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1061	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	870			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062	biomass		22.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1062	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063	biomass		83.45			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	290			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1063	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064	biomass		0.45			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	255			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1064	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	20			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065	biomass		83.95			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	250			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1065	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.8			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066	biomass		13.9			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1066	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	19.8			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1067		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1067	biomass		1.8			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1067		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1067	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1068		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1068	biomass		9.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1068		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1068	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	1540			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1069		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1069	biomass		20.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1069		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1069	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	110			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107	biomass		9.55			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	490			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_107	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	15.1			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1070		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1070	biomass		1166			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1070		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1070	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	700			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1071		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1071	biomass		128.5			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1071		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1071	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	50			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1072		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1072	biomass		0.175			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1072		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1072	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	270			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1073		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1073	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1073		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1073	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	120			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1074		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1074	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1074		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1074	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1075		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1075	biomass		5.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1075		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1075	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	465			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1076		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1076	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1076		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1076	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1077		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1077	biomass		0.025			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1077		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1077	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	35			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1078		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1078	biomass		0.05			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1078		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1078	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	30			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1079		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1079	biomass		0.025			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1079		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1079	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_108	temperature	http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/	15.1			celsius					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1080		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1080	biomass		0.1			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1080		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1080	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	15			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1081		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1081	biomass		4.3			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1081		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1081	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	100			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1082		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1082	biomass		51.85			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1082		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1082	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	45			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1083		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1083	biomass		0.15			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1083		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1083	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	10			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1084		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1084	biomass		0.005			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1084		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1084	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	5			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1085		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1085	biomass		0.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1085		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1085	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	20			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1086		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1086	biomass		1.2			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1086		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1086	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	120			ind/m2					
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1087		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1087	biomass		2.4			g/m2	http://vocab.nerc.ac.uk/collection/P06/current/UGMS/				
IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1087		IBSS_R/V N. Danilevskiy 1935 Azov Sea benthos data_1087	individualcount	http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/	40			ind/m2					
